,id,product_id,name,price,quantity_stock,specification,discount,description,created_at,updated_at,category_name
96,100,21,Razer Razer Huntsman Mini Silver,106.51,75,{'color': ['Silver']},0.0,Razer Razer Huntsman Mini Silver with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,keyboard
97,101,21,Razer Razer Huntsman Mini Gold/White,87.94,78,"{'color': ['Gold', 'White']}",0.0,Razer Razer Huntsman Mini Gold/White with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,keyboard
98,102,21,Razer Razer Huntsman Mini Midnight,161.77,20,{'color': ['Midnight']},84.72,Razer Razer Huntsman Mini Midnight with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,keyboard
99,103,21,Razer Razer Huntsman Mini Midnight/Green/Silver,155.43,17,"{'color': ['Midnight', 'Green', 'Silver']}",0.0,Razer Razer Huntsman Mini Midnight/Green/Silver with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,keyboard
100,104,22,Apple iPad Pro 12.9 512GB/256GB/64GB Silver,729.81,26,"{'ram': '32GB', 'color': ['Silver'], 'storage': ['512GB', '256GB', '64GB']}",0.0,Apple iPad Pro 12.9 512GB/256GB/64GB Silver with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
101,105,22,Apple iPad Pro 12.9 1TB White/Gold/Silver,926.24,82,"{'ram': '8GB', 'color': ['White', 'Gold', 'Silver'], 'storage': ['1TB']}",0.0,Apple iPad Pro 12.9 1TB White/Gold/Silver with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
102,106,22,Apple iPad Pro 12.9 128GB White/Green/Black,1167.35,70,"{'ram': '16GB', 'color': ['White', 'Green', 'Black'], 'storage': ['128GB']}",130.83,Apple iPad Pro 12.9 128GB White/Green/Black with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
103,107,22,Apple iPad Pro 12.9 512GB/64GB Space Gray,685.85,64,"{'ram': '4GB', 'color': ['Space Gray'], 'storage': ['512GB', '64GB']}",0.0,Apple iPad Pro 12.9 512GB/64GB Space Gray with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
104,108,22,Apple iPad Pro 12.9 512GB/256GB Space Gray/Gold,1045.44,40,"{'ram': '32GB', 'color': ['Space Gray', 'Gold'], 'storage': ['512GB', '256GB']}",22.11,Apple iPad Pro 12.9 512GB/256GB Space Gray/Gold with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
105,109,22,Apple iPad Pro 12.9 128GB/64GB/256GB Midnight/Green,944.76,37,"{'ram': '16GB', 'color': ['Midnight', 'Green'], 'storage': ['128GB', '64GB', '256GB']}",0.0,Apple iPad Pro 12.9 128GB/64GB/256GB Midnight/Green with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
106,110,23,Samsung Samsung Galaxy Tab S9 1TB/128GB/512GB Silver,1136.11,16,"{'ram': '16GB', 'color': ['Silver'], 'storage': ['1TB', '128GB', '512GB']}",171.86,Samsung Samsung Galaxy Tab S9 1TB/128GB/512GB Silver with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
107,111,23,Samsung Samsung Galaxy Tab S9 64GB/1TB White/Blue,608.3,24,"{'ram': '4GB', 'color': ['White', 'Blue'], 'storage': ['64GB', '1TB']}",97.82,Samsung Samsung Galaxy Tab S9 64GB/1TB White/Blue with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
108,112,23,Samsung Samsung Galaxy Tab S9 128GB Red/Green,657.08,16,"{'ram': '8GB', 'color': ['Red', 'Green'], 'storage': ['128GB']}",0.0,Samsung Samsung Galaxy Tab S9 128GB Red/Green with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
109,113,23,Samsung Samsung Galaxy Tab S9 1TB/64GB/128GB White/Red,906.32,22,"{'ram': '4GB', 'color': ['White', 'Red'], 'storage': ['1TB', '64GB', '128GB']}",0.0,Samsung Samsung Galaxy Tab S9 1TB/64GB/128GB White/Red with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
110,114,24,Microsoft Microsoft Surface Pro 9 512GB/64GB Phantom Black/Red/White,540.51,96,"{'ram': '16GB', 'color': ['Phantom Black', 'Red', 'White'], 'storage': ['512GB', '64GB']}",48.58,Microsoft Microsoft Surface Pro 9 512GB/64GB Phantom Black/Red/White with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
111,115,24,Microsoft Microsoft Surface Pro 9 64GB/1TB Space Gray/Silver,1053.32,94,"{'ram': '8GB', 'color': ['Space Gray', 'Silver'], 'storage': ['64GB', '1TB']}",108.67,Microsoft Microsoft Surface Pro 9 64GB/1TB Space Gray/Silver with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
112,116,24,Microsoft Microsoft Surface Pro 9 64GB/128GB/256GB Gold/Phantom Black/Green,801.46,71,"{'ram': '32GB', 'color': ['Gold', 'Phantom Black', 'Green'], 'storage': ['64GB', '128GB', '256GB']}",0.0,Microsoft Microsoft Surface Pro 9 64GB/128GB/256GB Gold/Phantom Black/Green with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
113,117,24,Microsoft Microsoft Surface Pro 9 64GB/128GB/1TB Midnight/Red/Black,1079.77,77,"{'ram': '4GB', 'color': ['Midnight', 'Red', 'Black'], 'storage': ['64GB', '128GB', '1TB']}",91.73,Microsoft Microsoft Surface Pro 9 64GB/128GB/1TB Midnight/Red/Black with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
114,118,24,Microsoft Microsoft Surface Pro 9 64GB/512GB Gold/Green/Silver,552.85,47,"{'ram': '32GB', 'color': ['Gold', 'Green', 'Silver'], 'storage': ['64GB', '512GB']}",0.0,Microsoft Microsoft Surface Pro 9 64GB/512GB Gold/Green/Silver with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
115,119,24,Microsoft Microsoft Surface Pro 9 128GB/512GB/1TB Red/Green,702.76,19,"{'ram': '32GB', 'color': ['Red', 'Green'], 'storage': ['128GB', '512GB', '1TB']}",106.89,Microsoft Microsoft Surface Pro 9 128GB/512GB/1TB Red/Green with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,tablet
116,120,25,LG LG UltraFine 5K 12.9-inch Black/Red,951.8,17,"{'size': '12.9-inch', 'color': ['Black', 'Red']}",0.0,LG LG UltraFine 5K 12.9-inch Black/Red with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
117,121,25,LG LG UltraFine 5K 12.9-inch Black/Red/Blue,1124.2,21,"{'size': '12.9-inch', 'color': ['Black', 'Red', 'Blue']}",0.0,LG LG UltraFine 5K 12.9-inch Black/Red/Blue with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
118,122,25,LG LG UltraFine 5K 41mm Red/Gold/Space Gray,1244.44,48,"{'size': '41mm', 'color': ['Red', 'Gold', 'Space Gray']}",0.0,LG LG UltraFine 5K 41mm Red/Gold/Space Gray with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
119,123,25,LG LG UltraFine 5K 45mm Phantom Black,1351.59,59,"{'size': '45mm', 'color': ['Phantom Black']}",180.45,LG LG UltraFine 5K 45mm Phantom Black with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
120,124,25,LG LG UltraFine 5K 13-inch Silver/Gold,1086.39,64,"{'size': '13-inch', 'color': ['Silver', 'Gold']}",0.0,LG LG UltraFine 5K 13-inch Silver/Gold with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
121,125,25,LG LG UltraFine 5K 13-inch Space Gray/Midnight,806.53,77,"{'size': '13-inch', 'color': ['Space Gray', 'Midnight']}",125.38,LG LG UltraFine 5K 13-inch Space Gray/Midnight with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
122,126,26,Dell Dell UltraSharp U2723QE 27-inch Green,892.86,42,"{'size': '27-inch', 'color': ['Green']}",0.0,Dell Dell UltraSharp U2723QE 27-inch Green with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
123,127,26,Dell Dell UltraSharp U2723QE 27-inch Phantom Black,986.54,82,"{'size': '27-inch', 'color': ['Phantom Black']}",0.0,Dell Dell UltraSharp U2723QE 27-inch Phantom Black with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
124,128,26,Dell Dell UltraSharp U2723QE 41mm Midnight/Phantom Black,1335.61,72,"{'size': '41mm', 'color': ['Midnight', 'Phantom Black']}",118.29,Dell Dell UltraSharp U2723QE 41mm Midnight/Phantom Black with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
125,129,26,Dell Dell UltraSharp U2723QE 12.9-inch Silver/Black,969.65,32,"{'size': '12.9-inch', 'color': ['Silver', 'Black']}",128.42,Dell Dell UltraSharp U2723QE 12.9-inch Silver/Black with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
126,130,26,Dell Dell UltraSharp U2723QE 45mm Red/Midnight,1473.77,71,"{'size': '45mm', 'color': ['Red', 'Midnight']}",0.0,Dell Dell UltraSharp U2723QE 45mm Red/Midnight with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
127,132,27,ASUS ASUS ROG Swift PG27UQ 12.9-inch Midnight/Red/White,1215.15,32,"{'size': '12.9-inch', 'color': ['Midnight', 'Red', 'White']}",0.0,ASUS ASUS ROG Swift PG27UQ 12.9-inch Midnight/Red/White with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
128,133,27,ASUS ASUS ROG Swift PG27UQ 41mm Black/Midnight,929.21,53,"{'size': '41mm', 'color': ['Black', 'Midnight']}",96.12,ASUS ASUS ROG Swift PG27UQ 41mm Black/Midnight with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
129,135,27,ASUS ASUS ROG Swift PG27UQ 27-inch Midnight/Space Gray,1329.05,57,"{'size': '27-inch', 'color': ['Midnight', 'Space Gray']}",103.68,ASUS ASUS ROG Swift PG27UQ 27-inch Midnight/Space Gray with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
130,134,27,ASUS ASUS ROG Swift PG27UQ 27-inch Red,1047.22,53,"{'size': '27-inch', 'color': ['Red']}",0.0,ASUS ASUS ROG Swift PG27UQ 27-inch Red with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
131,2,1,Apple iPhone 14 64GB/1TB/128GB Green/Silver/Gold,1079.2,28,"{'ram': '32GB', 'color': ['Green', 'Silver', 'Gold'], 'storage': ['64GB', '1TB', '128GB']}",0.0,Apple iPhone 14 64GB/1TB/128GB Green/Silver/Gold with premium features and high performance.,2025-03-20 23:14:54.493202,2025-03-20 23:14:54.493202,phone
132,131,26,Dell Dell UltraSharp U2723QE 13-inch White,1333.94,14,"{'size': '13-inch', 'color': ['White']}",79.48,Dell Dell UltraSharp U2723QE 13-inch White with premium features and high performance.,2025-03-20 23:14:54.494711,2025-03-20 23:14:54.494711,monitor
133,61,13,Canon Canon EOS R5 Black/Midnight,2685.84,17,"{'color': ['Black', 'Midnight']}",0.0,Canon Canon EOS R5 Black/Midnight with premium features and high performance.,2025-03-20 23:14:54.493202,2025-03-20 23:14:54.493202,camera
134,47,10,Sony Sony WH-1000XM5 Phantom Black,386.18,71,{'color': ['Phantom Black']},0.0,Sony Sony WH-1000XM5 Phantom Black with premium features and high performance.,2025-03-20 23:14:54.493202,2025-03-20 23:14:54.493202,headphone
